userName,content,score,date,source,translated_content,year
Darshika Gayani,Worst app I've ever seen. It cannot verify my OTP even. Says invalid. Poor customer service 🤮,1,2021-09-22 16:08:39,Google Play,Worst app I've ever seen. It cannot verify my OTP even. Says invalid. Poor customer service 🤮,2021.0
Savindya Liyanage,"Terrible service,app doesn't work most of the time and even when it does it's always so slow and no it's not about my phone,I'm on a MIUI 12.07. Need a lot of improvement.",1,2021-09-22 08:34:10,Google Play,"Terrible service,app doesn't work most of the time and even when it does it's always so slow and no it's not about my phone,I'm on a MIUI 12.07. Need a lot of improvement.",2021.0
SKETCH OF TECH tamil,Stupid service,1,2021-09-22 05:08:00,Google Play,Stupid service,2021.0
Lakmali Perera,This app is not working. I entired my u. Name & password show it invalid,1,2021-09-22 04:34:00,Google Play,This app is not working. I entired my u. Name & password show it invalid,2021.0
Lasitha Denipitiya,need to improve a lot in UI and the flow. I have to say this that this app does not give useful informations needed.,2,2021-09-21 21:31:05,Google Play,need to improve a lot in UI and the flow. I have to say this that this app does not give useful informations needed.,2021.0
D. navo,The worst app ....can't even sign up ...it keep saying the 6 digit code i enetered is null ..,1,2021-09-21 09:18:54,Google Play,The worst app ....can't even sign up ...it keep saying the 6 digit code i enetered is null ..,2021.0
Danuja samaranayake,The most useless app in the history of android apps! Always errors saying connection issues while all other apps work perfectly! SLT should be ashamed of themselves!!!,1,2021-09-19 20:27:53,Google Play,The most useless app in the history of android apps! Always errors saying connection issues while all other apps work perfectly! SLT should be ashamed of themselves!!!,2021.0
Kaveenga Wijayasekara,If this is the preferred way SLT wants to report problems then they don't want to hear about customers problems. Can't even register.,1,2021-09-19 19:54:14,Google Play,If this is the preferred way SLT wants to report problems then they don't want to hear about customers problems. Can't even register.,2021.0
Adheeban Gowrishankar,"Cannot even log in to the app, shows as invalid password, but even if I reset it still doesn't work.",1,2021-09-19 18:19:10,Google Play,"Cannot even log in to the app, shows as invalid password, but even if I reset it still doesn't work.",2021.0
Rohini Jayawardena,Good,5,2021-09-19 12:39:21,Google Play,Good,2021.0
Indika Karunapala,Good,5,2021-09-19 03:32:45,Google Play,Good,2021.0
eranga,Cant even Signup,1,2021-09-18 15:56:00,Google Play,Cant even Signup,2021.0
Manjula Gowry,I can't even add on data and change the package either.,1,2021-09-18 07:25:49,Google Play,I can't even add on data and change the package either.,2021.0
Rajendiran Theeban,"Worst App. Change ur interface of app. We are unable to handle needed information from the App. Like Zoom pack usage details, Further Details for add on data facilities and peak off-peak details. And This app is more complex. Make it user friendly like My Dialog app or My Airtel app.",1,2021-09-16 03:53:04,Google Play,"Worst App. Change ur interface of app. We are unable to handle needed information from the App. Like Zoom pack usage details, Further Details for add on data facilities and peak off-peak details. And This app is more complex. Make it user friendly like My Dialog app or My Airtel app.",2021.0
Danushka Basnayaka,Anjana,5,2021-09-15 04:58:51,Google Play,Anjana,2021.0
Mayura Dayarathne,Bad service and,1,2021-09-14 13:36:50,Google Play,Bad service and,2021.0
Servoo Priya,Service is too late. There are dropouts thrice in a month. Takes 3 or 4 days to get connection,1,2021-09-14 03:53:07,Google Play,Service is too late. There are dropouts thrice in a month. Takes 3 or 4 days to get connection,2021.0
Shanuka Neranjan,Poor service,1,2021-09-13 16:32:50,Google Play,Poor service,2021.0
Pasindu Sathsara,"Awesome UI,easy to use.great!!!!",5,2021-09-13 00:10:04,Google Play,"Awesome UI,easy to use.great!!!!",2021.0
Aruna Perera,Good,5,2021-09-12 09:11:37,Google Play,Good,2021.0
Irosh Achinthaka,Not bad,3,2021-09-10 09:03:05,Google Play,Not bad,2021.0
vivi,Can we have a twitter package with other messaging apps?,4,2021-09-09 06:31:07,Google Play,Can we have a twitter package with other messaging apps?,2021.0
Chalani TW,I created an account but can't log in. It said invalid username or password after create the account,1,2021-09-06 10:28:08,Google Play,I created an account but can't log in. It said invalid username or password after create the account,2021.0
Randika Dilshan,It keeps getting crashed and not recommending the service also. Worst app ever used,1,2021-09-05 14:34:44,Google Play,It keeps getting crashed and not recommending the service also. Worst app ever used,2021.0
Prageeth anuradha,Worst app ever,1,2021-09-05 05:03:49,Google Play,Worst app ever,2021.0
සහන් තාරක,Cant register new connection,1,2021-09-03 09:08:35,Google Play,Cant register new connection,2021.0
Yaham Jayasuriya,Can't do payments.,1,2021-09-03 07:45:17,Google Play,Can't do payments.,2021.0
Ajith Cooray,"First of all, you have to sort out why gating crash and very slow. I am using myslt out of SL.",1,2021-09-03 03:37:15,Google Play,"First of all, you have to sort out why gating crash and very slow. I am using myslt out of SL.",2021.0
ANUPAMA,Actually is there any use of this app?? So many options are there but you just can touch on it and stare at it or just enjoy tapping on it as fast as you can. Even then nothing happens.. ඇත්තටම මොන එහෙකටද මෙහෙම app එකක් හැදුවේ??? මේකෙන් තියෙන එක ප්‍රයෝජනයක් කියන්නකෝ මට.,4,2021-09-02 07:58:37,Google Play,Actually is there any use of this app?? So many options are there but you just can touch on it and stare at it or just enjoy tapping on it as fast as you can. Even then nothing happens.. ඇත්තටම මොන එහෙකටද මෙහෙම app එකක් හැදුවේ??? මේකෙන් තියෙන එක ප්‍රයෝජනයක් කියන්නකෝ මට.,2021.0
Harsha Madushan,"Giving this app 4 stars because even though other aspects of the app is on point it has a major flaw and that is this app does not automatically update my SLTfiber data usage real time insted it update todays data usage as tomorrow's data usage and that is confusing and hard to track, if SLT needs to be transparent and a reliable app they need to give that information real time.",4,2021-09-01 17:44:29,Google Play,"Giving this app 4 stars because even though other aspects of the app is on point it has a major flaw and that is this app does not automatically update my SLTfiber data usage real time insted it update todays data usage as tomorrow's data usage and that is confusing and hard to track, if SLT needs to be transparent and a reliable app they need to give that information real time.",2021.0
Maqshood Noordeen,One of the most annoying apps. Crashes all the time even when your trying to check the basic information.. SLT pls fix app ASAP. No point prompting it in all media channels if you can't deliver,2,2021-09-01 15:09:40,Google Play,One of the most annoying apps. Crashes all the time even when your trying to check the basic information.. SLT pls fix app ASAP. No point prompting it in all media channels if you can't deliver,2021.0
Theja Sooriyaarachchi,App is always doesn't work. I am unable to upgrade my package and pay my bill. Not recommending.Worst app,1,2021-08-31 19:18:33,Google Play,App is always doesn't work. I am unable to upgrade my package and pay my bill. Not recommending.Worst app,2021.0
Kalindu De Silva,Worst app ever. It is always out of service and giving errors.,1,2021-08-31 19:11:50,Google Play,Worst app ever. It is always out of service and giving errors.,2021.0
Tishan Yasiru,Too meny bugs And always showing service unavailable,1,2021-08-31 19:08:32,Google Play,Too meny bugs And always showing service unavailable,2021.0
Rangana Sajeewa,මේකෙන් extra GB ගත්ත 1 ක් විනාඩි 50ට ඉවරයි කිව්ව ඊට පස්සෙ ගත්ත එක අපි පාවිච්චි නොකරම ඉවරයි කියනව. App එකේ පෙන්නන්නෙ 1GB එකක් විතරයි නිකං සල්ලි කපනව විතරයි. Slt එකට තුන්සැරයක් කථාකරා හරිගැස්සුවෙ නෑ.,2,2021-08-31 16:08:30,Google Play,මේකෙන් extra GB ගත්ත 1 ක් විනාඩි 50ට ඉවරයි කිව්ව ඊට පස්සෙ ගත්ත එක අපි පාවිච්චි නොකරම ඉවරයි කියනව. App එකේ පෙන්නන්නෙ 1GB එකක් විතරයි නිකං සල්ලි කපනව විතරයි. Slt එකට තුන්සැරයක් කථාකරා හරිගැස්සුවෙ නෑ.,2021.0
Bhagya Satharasinghe,How to place complain through this app?,1,2021-08-31 08:17:53,Google Play,How to place complain through this app?,2021.0
Harendra Kumarasiri,Can not add data from debit card,3,2021-08-31 05:34:17,Google Play,Can not add data from debit card,2021.0
janaka sooriyaarachchi,Can i use this app for my 4g broadband connection ? What Number i should use Subcriber ID or the Account ID ?,1,2021-08-30 02:48:50,Google Play,Can i use this app for my 4g broadband connection ? What Number i should use Subcriber ID or the Account ID ?,2021.0
W.M.Lalitha Damayanthi,Good recommend 👍👍👍👍,5,2021-08-29 15:44:25,Google Play,Good recommend 👍👍👍👍,2021.0
THIHANSA GAIappaththi,super 100%,5,2021-08-28 18:16:29,Google Play,super 100%,2021.0
Wasantha Jayasinghe,Wonderful app,1,2021-08-28 04:47:46,Google Play,Wonderful app,2021.0
Akram ARM,What the ...... really no use about this app nothing to do very bad and poor service from slt,1,2021-08-27 22:16:26,Google Play,What the ...... really no use about this app nothing to do very bad and poor service from slt,2021.0
Sachintha Kariyapperuma,Tried to upgrade my broadband package via app. It allows request but doesnt effect. On d following day it is same as earlier & allows to make the request again. Then made a complaint. Thankfully they called on following day & asked call 1212 or go to a teleshop.. then what is the use of app🤔,2,2021-08-27 05:29:23,Google Play,Tried to upgrade my broadband package via app. It allows request but doesnt effect. On d following day it is same as earlier & allows to make the request again. Then made a complaint. Thankfully they called on following day & asked call 1212 or go to a teleshop.. then what is the use of app🤔,2021.0
Viraj Madushantha,Good,5,2021-08-26 07:19:58,Google Play,Good,2021.0
Sandev Induwara,Slow custome care,1,2021-08-26 02:35:31,Google Play,Slow custome care,2021.0
Infinity Girl෴,It's getting too much time to start the app when we want to open 👎,2,2021-08-25 20:07:08,Google Play,It's getting too much time to start the app when we want to open 👎,2021.0
Uditha Gayashan,Good app but please add more new data monthly pakages.,3,2021-08-25 18:57:14,Google Play,Good app but please add more new data monthly pakages.,2021.0
Madhuka Jayamanne,Something is wrong with the app! Every time I tried to login for the past two days an error msg pops up saying the service is temporarily unavailable.,1,2021-08-25 14:05:59,Google Play,Something is wrong with the app! Every time I tried to login for the past two days an error msg pops up saying the service is temporarily unavailable.,2021.0
Hasith Eranda,Tired to sign up butit keep saying otp no. wrong. Waste of time.,1,2021-08-25 11:16:22,Google Play,Tired to sign up butit keep saying otp no. wrong. Waste of time.,2021.0
Indrachapa upamali,"Previous app is 1000 times better thani this.That app was not worked today and i installed this app but this app is not really working well.Today I tried to add extra 3gb for my router and the ""add to bill"" command is not response..worst app. And further more i tried it for like 100th time and finally I got my extra gb.",1,2021-08-25 04:49:07,Google Play,"Previous app is 1000 times better thani this.That app was not worked today and i installed this app but this app is not really working well.Today I tried to add extra 3gb for my router and the ""add to bill"" command is not response..worst app. And further more i tried it for like 100th time and finally I got my extra gb.",2021.0
Kosala,Best 🌠🌠🌠,5,2021-08-25 01:03:59,Google Play,Best 🌠🌠🌠,2021.0
Rasika Cooray,Good,5,2021-08-23 01:58:54,Google Play,Good,2021.0
Ab Kasun,How do I log into my account...try sevaral times.. called your hotline... the way they are saying not working... I cannot pay bills due to the covid... very poor service...,1,2021-08-22 22:12:13,Google Play,How do I log into my account...try sevaral times.. called your hotline... the way they are saying not working... I cannot pay bills due to the covid... very poor service...,2021.0
Rajitha Cooke,I am unable to login even after entering all required credential. Not the best of experiences,1,2021-08-21 11:48:14,Google Play,I am unable to login even after entering all required credential. Not the best of experiences,2021.0
Saranga Alwis,Service is little bit late. But Good sevice. Important. You should give us an option in my slt app to close the complain made by us. Becase after one of your team solved the issue and next day agin one of your team called me and ask about the issue. If the app have an option to close the complain its good for you and good for us as well.,4,2021-08-19 08:48:36,Google Play,Service is little bit late. But Good sevice. Important. You should give us an option in my slt app to close the complain made by us. Becase after one of your team solved the issue and next day agin one of your team called me and ask about the issue. If the app have an option to close the complain its good for you and good for us as well.,2021.0
